100 5000
86 38 13
92 29 17
94 2 3
77 24 13
85 67 17
71 76 11
84 20 18
86 87 14
2 83 19
98 26 2
98 23 20
64 90 12
84 19 13
75 84 19
89 37 3
17 90 19
90 70 7
49 73 17
72 80 12
35 94 20
41 14 11
39 71 17
10 6 14
74 61 1
8 33 13
17 96 14
54 23 9
21 61 8
83 57 9
17 41 7
30 56 20
9 82 12
90 77 18
84 81 11
17 55 6
78 94 9
67 19 12
94 50 20
59 21 6
23 32 8
47 33 2
70 7 18
25 77 6
32 15 3
90 2 17
71 15 5
78 80 18
65 57 7
65 40 13
96 30 7
23 46 1
75 87 18
99 73 10
85 62 11
9 33 8
25 90 15
84 69 9
24 91 16
64 72 10
15 1 13
23 4 14
56 58 1
19 27 2
61 26 9
14 20 11
75 0 12
38 37 12
92 4 3
84 66 15
8 60 5
4 34 14
28 30 5
61 85 2
25 2 1
57 74 3
68 65 10
35 88 8
54 57 10
79 95 3
3 91 3
46 48 19
43 87 16
82 29 4
95 11 19
87 55 4
17 60 20
26 14 11
78 15 15
22 89 13
68 67 9
89 38 2
35 59 4
83 66 9
46 17 8
19 51 17
99 4 6
74 36 2
72 83 4
22 29 3
94 64 10
19 17 8
37 45 11
63 83 20
51 22 9
83 43 17
53 32 12
90 15 17
1 84 17
59 85 12
89 22 5
57 80 13
83 69 4
97 24 8
7 20 14
53 85 7
87 57 11
38 28 1
91 84 16
11 8 9
83 25 17
27 44 15
14 89 7
7 69 14
19 42 20
46 13 6
25 63 9
17 12 1
3 88 20
93 44 15
62 5 6
28 86 9
33 37 11
12 23 5
35 87 2
3 97 17
4 61 19
13 62 7
1 68 11
92 22 17
12 70 13
50 80 7
99 11 10
90 57 4
70 23 9
92 43 7
33 47 2
65 76 17
25 83 7
79 2 10
20 87 9
9 73 4
19 34 3
93 18 16
20 4 15
94 51 18
97 4 1
49 77 17
11 43 10
40 69 17
84 29 20
26 58 18
88 93 19
44 92 3
34 17 20
20 85 4
17 89 6
48 46 14
13 74 16
84 21 16
72 88 20
26 98 5
7 3 16
2 98 5
7 44 16
30 33 16
36 34 1
75 60 16
80 59 14
91 10 7
35 68 4
60 43 20
14 68 7
20 75 16
73 52 12
23 90 9
97 11 3
56 66 9
91 13 2
50 90 5
92 62 15
40 88 20
56 25 15
11 7 2
30 1 12
25 52 16
45 4 3
0 2 11
66 81 17
92 44 4
58 87 18
15 84 7
15 93 17
46 88 11
21 79 11
3 42 17
56 45 18
54 85 5
43 69 16
79 41 8
49 31 2
67 81 1
71 14 7
0 93 9
79 28 8
53 70 10
79 21 6
62 58 9
69 27 12
7 73 7
8 70 17
95 74 4
34 54 16
63 62 4
4 30 12
9 36 4
25 73 13
22 5 6
44 25 4
91 1 12
6 58 9
18 63 7
42 8 12
77 85 17
83 34 11
62 0 8
25 68 4
29 79 11
31 43 15
61 18 8
65 53 18
38 47 12
49 25 8
62 59 17
36 82 7
5 77 4
48 31 2
60 47 9
58 96 13
74 24 7
32 22 1
56 55 3
97 47 12
76 85 2
30 12 13
40 72 6
45 16 19
18 48 2
19 5 4
34 27 17
56 81 1
0 54 14
73 93 12
36 16 8
85 64 5
7 15 10
66 24 18
22 90 10
57 5 12
6 0 14
1 37 16
72 27 3
49 45 12
74 0 1
34 59 8
92 87 3
80 83 9
14 40 3
58 15 6
84 55 2
57 47 3
56 20 5
16 34 7
31 88 14
53 49 13
23 84 9
71 51 1
6 3 10
61 20 20
41 88 3
43 24 17
25 41 19
53 48 7
43 49 8
66 79 15
64 24 18
1 35 16
95 33 6
27 26 6
33 98 11
52 37 14
10 52 12
61 38 6
38 6 4
1 85 18
71 8 3
78 12 19
8 65 10
38 57 11
96 61 14
11 85 11
3 85 4
15 7 4
70 92 9
62 71 14
13 98 5
69 34 7
26 63 1
0 28 13
51 97 18
13 58 10
11 64 8
48 29 3
91 96 4
76 81 6
16 77 13
94 95 2
12 33 5
60 8 15
34 89 2
94 83 8
83 88 19
56 44 16
28 96 5
99 88 14
14 18 2
25 29 1
62 90 18
41 52 17
6 78 13
95 88 4
81 44 13
81 27 17
6 87 17
42 95 16
61 1 11
18 58 14
83 20 12
59 80 7
68 58 5
13 76 9
85 96 14
61 86 18
90 52 17
49 61 15
19 57 7
28 18 2
39 31 6
15 85 11
88 15 11
32 93 8
42 56 3
26 90 16
99 76 12
75 59 8
93 8 7
74 30 17
12 84 12
29 16 20
56 5 9
78 34 4
91 75 16
4 40 3
23 86 4
28 22 17
44 77 17
4 44 5
97 95 14
90 84 4
58 55 14
10 40 4
51 61 5
34 87 14
7 51 4
4 41 10
24 93 3
80 98 8
67 68 12
11 83 19
34 22 13
0 94 2
23 62 12
70 75 16
6 44 1
45 99 4
74 51 14
16 41 1
69 36 14
32 17 13
48 22 18
52 97 9
37 27 2
23 50 17
19 0 6
56 46 13
72 52 16
99 92 6
92 45 6
19 58 9
67 91 19
97 50 2
66 9 13
6 7 16
16 68 2
22 6 20
87 62 17
36 39 4
24 18 6
97 32 4
60 32 18
37 94 1
73 12 10
0 31 1
87 1 13
15 45 4
90 26 1
40 48 9
42 23 9
65 22 17
33 56 20
8 93 17
32 24 15
22 72 9
1 32 5
92 57 3
47 8 15
21 44 1
61 84 18
75 17 13
85 11 4
60 50 14
77 64 9
78 13 12
5 39 17
26 37 5
75 65 17
18 14 18
88 81 9
68 3 13
40 87 2
37 41 5
47 52 16
85 28 18
62 89 7
61 31 5
36 6 15
3 34 9
83 70 9
48 55 2
7 8 11
40 16 9
88 55 2
40 59 4
45 7 15
15 44 18
74 8 16
94 68 5
16 72 11
71 74 10
0 83 20
41 85 5
60 85 3
86 61 10
1 55 20
34 46 7
88 12 10
32 35 17
0 30 3
83 67 12
59 49 18
34 61 2
88 23 13
34 70 3
71 0 16
23 69 17
6 55 16
40 8 14
24 70 3
96 39 20
59 95 14
30 93 8
13 24 4
25 33 17
15 31 6
69 86 16
26 72 13
1 54 3
10 4 5
97 87 20
49 88 13
26 0 2
22 63 5
52 89 5
84 15 15
6 84 17
46 99 11
50 25 18
89 44 19
46 93 18
28 12 12
72 98 14
12 41 15
69 95 20
60 61 16
94 22 10
61 28 7
4 58 10
89 14 4
76 37 1
84 54 17
86 52 2
13 30 16
1 80 6
75 77 8
59 38 19
66 20 10
49 34 14
63 68 12
95 55 9
36 74 9
51 82 17
14 6 14
11 50 17
64 30 14
1 69 12
66 72 14
20 72 5
61 9 19
95 60 14
85 35 17
4 57 8
4 18 6
34 85 9
36 83 4
37 40 12
75 26 12
48 14 13
55 21 8
8 35 5
96 66 10
48 82 15
42 71 9
77 89 2
6 19 11
80 27 16
44 64 17
66 88 16
57 38 16
35 14 16
85 9 17
8 98 11
47 46 7
65 55 15
4 86 15
86 57 13
34 53 2
50 56 1
34 66 6
50 78 20
74 41 7
93 70 19
2 58 5
52 65 18
35 77 18
59 8 9
32 8 11
73 55 16
26 74 11
79 67 17
10 37 6
76 34 17
37 7 20
25 53 3
34 29 8
55 23 14
54 73 7
94 76 16
71 46 10
82 35 6
84 91 4
42 64 3
20 14 9
82 34 15
58 26 17
11 12 19
0 26 13
99 52 1
29 24 19
93 68 13
76 86 5
91 4 18
11 24 15
16 50 20
93 20 7
20 22 16
37 8 7
4 48 6
12 9 11
97 78 20
5 70 2
82 92 11
99 62 19
2 85 2
21 91 13
11 96 5
1 48 10
66 85 16
10 64 14
28 64 16
76 75 20
59 25 5
32 79 12
49 53 18
99 79 10
72 57 20
43 4 2
25 47 5
65 64 2
67 13 17
87 16 5
38 49 20
70 59 3
69 3 18
57 93 12
43 91 3
49 19 11
63 21 3
7 12 15
14 99 20
63 15 19
17 85 9
75 92 11
71 95 12
60 52 1
13 17 15
31 58 12
96 42 4
97 57 20
65 7 8
21 39 17
73 47 13
38 15 16
97 2 7
25 20 18
81 86 19
87 91 14
72 38 17
12 46 5
79 88 13
17 31 16
0 36 6
23 29 2
99 30 1
67 25 18
76 26 15
6 26 14
29 52 20
18 82 1
66 23 16
15 49 4
1 51 10
60 84 4
16 76 18
22 8 2
75 33 17
4 97 12
97 53 11
64 60 2
58 29 16
26 75 1
59 1 12
28 68 4
98 49 11
92 38 17
17 95 18
94 63 13
19 83 17
22 20 9
14 61 14
88 99 3
56 88 7
25 78 14
11 49 6
66 84 18
2 8 15
37 55 14
13 60 14
62 54 20
58 13 11
30 83 15
24 86 18
34 14 12
82 83 14
45 67 17
6 90 5
18 95 8
53 81 10
51 84 9
36 11 14
20 6 15
27 38 12
49 56 1
52 63 19
76 54 7
93 40 5
4 5 12
27 45 16
11 5 8
26 38 7
45 37 15
11 52 5
46 29 6
82 60 18
48 65 4
7 17 20
31 41 10
29 19 9
54 0 8
71 30 17
65 89 10
76 49 7
50 57 10
20 31 9
76 41 4
57 88 15
68 16 13
41 93 10
23 34 10
8 7 11
9 47 4
47 76 6
67 34 3
5 83 20
95 23 15
36 10 3
27 32 6
53 83 14
81 39 4
52 42 4
9 46 9
60 27 5
98 82 4
54 31 17
51 8 1
15 78 20
63 19 7
52 91 15
87 12 19
91 57 6
70 30 14
10 7 10
51 63 16
20 82 16
99 38 19
47 49 14
60 19 2
95 4 19
12 21 10
89 64 10
95 31 19
4 87 20
80 31 16
70 0 6
19 56 18
91 29 18
93 12 15
19 39 14
10 29 9
71 64 11
3 76 5
30 41 2
48 64 8
89 87 20
0 43 1
16 54 11
74 16 17
57 58 7
53 16 17
13 94 6
26 43 5
84 82 7
64 22 17
43 9 4
96 82 8
87 60 20
88 98 11
33 1 10
63 20 17
74 11 8
52 25 20
42 33 1
59 9 1
5 0 16
79 46 19
48 49 11
70 50 17
52 24 18
46 58 12
26 89 17
71 40 4
27 67 5
54 64 13
57 94 3
81 83 9
55 64 16
8 77 3
94 29 2
21 69 13
56 22 19
76 14 14
63 54 11
78 96 7
67 43 1
1 63 18
26 42 12
61 43 11
64 68 8
17 71 5
20 58 19
18 34 10
38 52 18
37 13 17
26 1 16
99 23 11
55 41 6
13 85 4
51 30 11
24 52 7
24 75 2
39 85 18
52 57 2
0 38 1
63 88 10
38 20 5
50 81 13
82 7 1
16 81 18
24 16 11
40 97 3
50 76 8
79 99 7
27 82 2
64 10 4
30 79 17
65 52 8
15 54 20
56 69 14
87 66 13
44 57 19
50 4 7
58 85 7
57 49 6
29 4 9
83 11 3
41 22 14
70 93 15
87 97 5
60 1 4
87 8 14
21 65 9
39 21 9
78 52 3
40 79 17
33 62 20
20 79 11
35 61 18
10 41 5
16 28 11
78 46 19
53 39 2
64 58 14
78 21 10
23 5 12
20 52 4
54 7 9
29 37 2
12 87 11
78 35 7
45 81 6
79 54 4
47 70 5
68 80 16
93 26 10
33 51 1
83 87 6
28 38 7
88 62 20
18 51 1
71 31 7
31 32 3
33 9 6
41 91 1
44 9 17
65 47 3
79 7 1
4 67 17
98 81 15
84 67 10
41 30 9
18 70 10
8 62 15
97 46 6
69 75 3
28 69 4
91 31 11
71 4 16
91 83 2
33 92 17
64 1 6
39 78 19
11 33 7
18 74 18
24 92 6
13 54 14
86 53 6
96 9 5
32 61 4
26 9 7
8 40 19
57 40 5
21 5 5
57 4 9
97 67 6
39 53 3
74 77 17
52 13 1
54 63 15
79 63 6
65 4 2
27 33 20
25 27 1
87 42 6
30 64 17
29 71 6
10 94 14
81 57 14
17 16 1
33 63 3
68 42 10
79 44 20
65 69 5
53 24 13
30 17 2
4 6 10
32 49 19
64 76 1
57 92 13
77 21 17
11 76 17
60 93 11
80 51 15
84 25 6
40 52 18
43 99 16
73 86 13
46 68 12
45 62 11
16 44 14
86 1 19
3 81 19
40 50 14
93 11 14
49 26 4
61 6 13
19 33 11
31 71 11
11 48 4
50 69 5
28 70 17
74 83 10
56 94 13
6 76 11
71 83 3
58 45 9
39 84 20
7 71 19
59 47 4
24 2 7
98 73 6
78 14 12
93 7 11
80 95 7
24 79 8
73 1 5
7 70 16
63 49 14
77 50 12
95 3 16
85 10 17
50 28 16
99 70 20
71 45 12
57 64 10
13 39 16
96 77 15
67 94 5
8 84 19
90 45 17
10 31 15
75 82 3
54 21 17
18 68 6
92 31 16
75 50 11
66 14 16
53 89 6
75 20 20
37 38 9
43 47 11
87 15 8
81 6 17
0 32 13
46 9 11
92 52 11
37 18 19
77 58 13
89 90 19
66 89 11
95 54 16
57 20 12
61 96 9
2 72 19
30 95 5
75 28 7
71 63 10
3 40 1
58 17 15
16 14 9
30 74 16
30 44 4
28 23 7
64 95 2
56 49 9
72 61 17
94 88 18
28 87 1
91 30 7
60 3 9
20 51 12
45 83 20
83 56 14
47 62 2
87 96 4
77 88 19
86 25 13
22 34 15
31 85 8
18 22 5
20 59 13
9 40 5
43 77 5
25 43 4
59 77 15
8 49 10
11 95 10
42 21 14
10 23 6
58 33 17
2 0 6
34 28 8
86 44 4
46 19 18
67 55 7
95 10 6
86 15 5
68 5 7
98 16 2
34 67 4
87 59 12
38 80 6
43 75 1
69 94 17
3 44 2
98 1 14
20 3 6
3 58 19
80 11 8
12 13 20
17 54 16
78 99 9
51 53 15
31 66 19
97 56 18
16 85 8
50 30 7
0 92 18
99 47 7
55 4 19
56 78 10
50 14 2
3 16 18
39 86 7
36 76 16
61 34 16
88 76 5
54 3 19
88 48 10
13 78 19
36 87 11
77 19 17
65 60 8
89 70 16
46 91 9
0 62 11
90 86 19
25 94 19
83 26 20
72 92 8
99 17 6
24 41 18
49 35 20
67 24 13
29 57 6
38 13 18
83 22 4
48 72 3
91 85 12
55 86 4
97 18 9
72 54 15
85 76 4
91 9 8
28 44 15
7 22 20
22 97 3
71 23 3
89 75 6
85 87 13
72 87 9
67 8 7
35 63 6
73 60 19
14 97 13
32 54 18
24 44 14
17 14 7
64 42 6
68 44 8
32 53 8
48 89 14
4 70 20
56 99 4
87 21 10
20 5 19
42 74 9
51 16 11
73 58 15
92 85 16
79 77 19
69 23 17
30 98 2
92 6 17
88 7 10
12 40 16
45 79 4
53 56 18
41 19 12
53 69 7
0 70 5
58 48 10
19 11 3
4 20 11
56 0 14
19 75 16
52 87 1
95 98 5
77 3 8
65 6 9
24 65 11
57 48 5
31 13 12
23 41 11
31 1 4
25 7 20
13 92 20
15 3 3
55 68 10
23 53 6
88 46 10
60 75 17
59 83 15
69 46 20
24 17 1
19 48 1
82 86 2
12 22 12
23 28 20
47 42 9
39 79 20
15 36 17
18 79 15
97 19 1
43 52 11
27 39 11
26 66 15
29 99 7
86 45 19
32 68 3
66 25 6
6 22 5
93 74 2
68 9 11
59 10 19
92 30 15
72 24 18
10 78 20
95 0 15
80 78 9
97 38 20
38 92 17
68 66 1
35 3 1
20 39 12
44 74 6
63 18 19
12 7 3
27 90 6
61 79 3
83 2 6
6 48 19
3 23 17
41 34 14
74 29 9
75 71 11
92 84 3
0 74 20
43 51 4
5 20 18
11 46 20
38 36 1
97 75 14
75 39 14
63 0 12
60 95 7
7 27 7
50 49 7
42 27 10
74 48 1
64 14 19
32 12 5
55 45 3
21 53 2
77 34 5
34 3 16
68 71 8
41 66 1
85 13 16
90 54 5
79 6 11
66 98 7
45 94 7
58 34 16
69 56 8
73 39 20
8 38 6
60 14 14
16 27 13
55 91 19
29 6 13
35 67 15
62 1 9
89 46 18
7 83 1
7 36 1
88 17 17
9 79 9
8 11 11
38 64 7
3 27 6
22 68 1
62 82 11
71 25 14
83 24 5
62 45 17
8 14 5
19 18 11
15 14 16
22 67 8
49 94 16
57 81 10
36 96 1
38 66 8
69 57 19
10 54 15
46 20 20
0 41 16
8 34 12
66 90 6
53 96 4
75 96 7
78 70 18
82 75 8
26 4 11
57 78 10
82 20 12
23 67 9
95 51 18
84 73 20
85 57 4
32 36 19
35 9 7
47 55 15
14 34 9
60 51 4
8 63 8
66 8 12
95 40 2
89 59 13
66 38 8
38 39 3
44 56 18
45 92 18
82 90 9
24 71 1
6 74 20
76 33 8
61 63 17
57 29 9
6 29 4
49 68 8
66 30 18
23 27 12
3 74 10
28 34 17
65 33 19
75 5 14
70 41 18
10 60 11
48 84 9
39 74 7
14 4 4
10 79 11
59 67 13
78 2 17
79 4 1
93 78 2
99 69 16
75 34 8
81 26 5
37 19 11
99 9 1
12 62 7
38 2 16
15 2 9
99 35 1
11 84 18
35 43 1
72 16 17
80 64 15
71 66 7
3 22 9
21 73 6
42 62 19
50 84 16
90 30 11
76 87 8
78 10 2
2 33 4
35 18 1
69 10 10
45 82 10
44 54 17
71 89 15
14 53 9
31 56 1
54 71 9
84 61 15
88 79 3
78 56 19
38 61 1
54 18 16
36 52 13
5 48 13
86 42 17
26 57 7
71 99 19
73 85 2
58 47 14
51 54 6
64 36 9
87 27 13
71 38 10
0 64 20
32 20 2
1 26 5
26 15 20
54 95 4
77 59 9
57 0 2
45 8 3
29 47 14
51 36 7
41 98 9
1 88 11
30 0 11
28 82 11
18 42 19
83 28 14
98 11 16
75 45 10
92 15 11
25 3 6
43 2 4
57 59 4
97 30 3
69 88 8
44 89 15
53 51 17
91 26 13
73 13 18
0 73 12
87 78 1
10 11 8
73 66 11
94 57 12
21 3 7
55 60 4
15 97 5
91 32 13
77 94 5
51 79 6
66 75 20
36 23 14
22 41 15
49 7 13
34 90 20
74 90 18
69 77 19
91 14 9
32 98 18
24 13 18
85 43 4
82 61 11
6 34 19
61 81 18
1 89 20
66 21 13
5 87 15
94 69 13
20 49 6
28 52 12
80 66 1
1 57 17
65 25 17
47 22 11
33 68 16
27 84 3
75 22 7
17 27 20
17 86 14
12 18 19
13 23 7
51 20 5
77 12 3
81 38 20
24 28 13
78 40 1
75 13 10
88 77 8
25 80 16
15 74 17
95 22 6
98 96 5
98 53 10
97 88 20
14 69 1
8 81 7
67 70 16
28 62 8
15 61 15
45 43 7
94 75 11
26 11 1
91 36 4
51 13 7
50 20 12
27 72 20
39 75 20
96 72 6
19 43 14
79 49 17
48 33 9
27 20 8
75 76 4
3 26 8
76 53 3
16 39 15
55 82 13
1 33 1
12 49 11
94 82 19
99 64 12
56 97 14
0 57 1
71 59 1
31 25 6
82 84 10
40 2 16
3 98 19
8 57 6
65 56 18
33 81 11
58 80 11
6 17 20
33 70 5
19 54 19
34 68 10
72 64 11
27 92 5
42 43 5
94 21 3
87 29 14
73 63 13
50 3 4
69 16 13
12 60 18
72 6 2
39 89 13
79 53 7
51 11 16
72 93 4
97 73 17
14 35 17
7 1 14
79 65 2
94 43 9
99 34 11
47 73 9
35 8 4
29 44 2
28 71 18
98 14 20
41 20 13
44 52 1
15 67 11
56 77 9
61 97 12
85 12 6
80 26 16
70 96 3
97 9 9
23 48 3
18 96 19
90 69 1
49 97 11
46 37 9
53 84 10
83 52 9
89 83 9
35 25 14
7 88 5
36 35 6
69 79 5
95 24 18
76 38 9
95 69 7
13 72 14
88 63 18
9 52 19
54 51 1
67 18 17
60 21 17
79 94 18
64 29 12
30 86 16
56 90 8
88 29 11
86 75 12
0 14 9
0 18 20
30 48 14
89 24 2
22 46 12
44 21 20
80 25 3
45 96 2
80 37 15
79 29 9
50 21 2
14 37 13
2 42 16
57 91 11
51 80 6
46 34 5
50 79 19
32 28 3
21 71 8
8 73 20
97 80 4
13 44 17
80 93 12
72 55 11
73 51 1
39 17 4
42 24 14
33 83 17
70 63 15
58 18 11
6 49 1
10 45 18
34 37 6
17 3 15
50 40 12
78 95 20
33 5 16
16 98 7
96 24 14
48 45 15
80 10 16
14 13 11
11 93 13
14 45 3
79 17 10
88 14 4
83 3 16
19 60 19
13 77 11
81 36 2
13 20 18
38 87 7
72 51 17
29 7 18
75 41 3
88 84 7
69 13 16
3 71 3
3 14 6
91 58 8
54 29 14
43 17 6
6 28 2
79 15 10
69 8 7
33 10 4
99 78 10
8 99 8
28 51 16
54 98 1
57 42 1
85 18 12
64 3 7
35 31 9
48 37 12
31 64 5
70 18 7
60 81 16
39 24 16
33 16 6
12 57 7
41 50 5
40 13 13
52 1 14
91 59 18
91 3 13
41 44 15
69 5 10
52 17 1
6 23 3
63 77 17
4 88 1
79 70 1
2 68 17
73 2 19
91 22 6
23 13 15
10 77 9
31 98 2
10 65 10
79 61 2
78 90 2
81 16 20
27 34 9
40 21 3
45 13 18
40 18 10
22 66 8
27 68 20
29 60 14
21 92 13
55 29 13
30 40 4
86 62 5
7 4 20
53 72 19
63 75 8
64 87 13
61 16 14
8 5 11
38 86 10
54 82 14
87 92 14
49 81 19
24 77 18
37 46 20
62 74 12
23 20 8
44 6 9
30 3 7
70 1 3
18 77 1
2 15 16
36 56 5
38 22 15
61 27 1
36 68 15
46 59 14
58 70 12
98 28 9
62 22 18
63 26 19
97 54 15
87 86 9
16 2 12
91 5 12
2 64 1
62 79 3
30 91 17
23 15 5
20 91 9
76 95 15
25 58 9
25 9 7
67 44 9
87 93 13
80 5 9
90 42 15
7 85 4
28 40 19
23 89 11
47 51 1
53 38 3
48 70 19
96 14 18
50 24 16
70 4 17
36 46 14
88 82 10
65 48 17
52 18 19
10 50 8
56 67 9
4 62 11
52 19 4
0 15 20
80 53 4
7 28 20
52 0 9
52 67 18
68 7 9
47 68 14
12 81 12
55 81 12
30 84 14
36 88 16
58 60 9
52 35 9
69 12 9
58 56 2
85 34 12
91 12 15
67 97 2
73 23 20
36 43 6
42 29 14
5 24 4
34 81 7
67 95 18
50 86 7
80 81 5
99 44 16
40 30 17
17 87 4
19 44 11
47 32 5
76 52 13
13 89 14
31 42 11
86 98 8
23 39 3
6 54 1
30 73 3
30 78 5
10 74 4
46 16 1
51 76 20
6 43 5
76 50 16
53 1 18
83 62 2
89 27 20
21 17 16
5 12 4
47 87 4
9 3 7
40 41 4
6 27 13
47 21 8
39 49 3
39 91 11
18 54 3
2 79 7
78 53 4
51 24 1
19 92 9
93 69 13
47 65 14
71 77 13
56 35 8
94 93 9
75 15 3
87 17 15
52 55 16
41 79 14
0 80 16
20 50 1
28 35 5
59 99 5
37 49 9
80 33 15
82 56 2
3 80 13
34 82 14
41 59 14
33 50 12
98 18 4
13 63 19
61 95 18
77 70 9
8 10 19
59 60 6
33 35 2
0 63 19
37 60 2
63 16 9
48 80 11
81 58 2
23 76 13
66 50 17
57 86 20
96 64 20
74 84 15
82 81 5
22 31 20
89 31 18
19 21 13
20 42 14
95 99 18
39 54 1
82 22 7
35 99 16
85 40 5
44 79 3
29 43 16
85 39 17
73 17 8
32 34 2
29 10 13
27 3 8
10 56 20
90 4 19
77 93 11
11 54 8
44 85 19
18 27 3
13 73 8
48 78 16
70 89 19
77 8 5
90 27 6
94 5 2
21 59 20
19 35 2
25 45 15
28 26 11
4 84 3
70 46 2
47 2 9
10 99 8
31 63 8
82 32 7
6 5 7
68 63 10
64 12 16
21 38 1
98 7 1
19 87 3
26 13 1
23 47 14
50 10 19
65 15 12
31 97 20
2 62 1
76 46 14
68 15 15
67 77 2
15 69 11
94 36 8
51 65 4
4 25 13
16 43 4
77 49 15
31 40 19
95 73 12
90 31 8
63 66 5
16 10 14
18 7 13
30 53 9
34 8 18
7 18 17
47 39 2
85 46 11
70 95 5
91 69 4
1 61 18
19 97 5
26 80 11
25 66 19
36 72 9
43 35 4
87 52 20
52 9 9
77 42 15
78 55 14
63 51 10
68 32 1
45 76 20
82 4 12
80 2 20
85 44 13
49 62 6
0 76 18
77 25 11
73 4 7
47 57 9
92 93 2
27 71 3
36 20 1
83 99 3
90 5 5
9 2 6
4 2 19
50 99 3
49 23 6
64 89 19
85 78 16
70 21 5
86 28 10
99 40 18
47 72 13
54 38 16
56 89 18
12 75 12
0 89 14
5 2 20
24 82 7
76 16 14
14 78 15
38 74 8
93 43 20
72 34 13
51 15 3
32 40 15
99 1 16
17 59 3
13 2 2
79 13 18
60 7 13
20 19 17
2 88 18
69 89 6
42 48 12
7 55 2
74 31 2
46 45 1
23 85 7
85 2 3
31 55 3
78 58 8
86 5 20
90 24 8
54 37 16
55 53 11
49 38 14
32 70 11
53 5 6
28 10 20
47 48 9
11 92 13
68 17 15
5 82 8
73 46 5
74 85 6
29 85 14
16 3 5
84 24 12
27 16 18
18 13 4
86 12 2
31 29 6
89 33 16
89 53 3
81 28 20
19 37 17
81 48 10
76 93 19
83 48 7
7 50 3
86 4 11
3 41 19
94 85 4
7 53 17
66 83 6
0 85 17
77 98 8
16 52 17
71 94 15
40 80 5
88 70 5
65 84 11
0 47 11
18 76 18
35 20 9
40 78 8
97 37 13
34 7 19
30 81 9
61 15 4
28 1 1
62 69 12
45 68 14
96 68 8
72 99 18
41 4 12
98 60 9
62 78 13
14 51 10
66 19 6
23 30 1
16 67 12
34 12 17
7 99 14
17 97 3
51 94 3
6 1 5
23 55 13
10 42 16
82 72 8
28 45 10
10 20 2
14 3 7
97 31 9
9 62 1
80 73 1
41 47 7
73 15 12
0 55 3
94 46 19
28 4 3
33 67 15
30 18 18
25 59 4
25 10 19
7 30 5
78 22 15
96 0 4
79 14 9
23 77 5
74 42 11
20 68 5
83 13 4
34 32 13
58 28 14
97 45 14
74 73 15
58 24 2
87 80 10
29 17 4
43 55 16
60 78 13
2 44 13
61 74 5
85 71 17
49 4 13
92 73 3
53 31 11
59 51 20
95 97 9
53 78 15
58 46 19
31 54 5
24 98 14
24 76 3
10 73 9
85 51 16
23 25 19
79 74 1
68 75 19
47 92 19
29 92 8
95 70 9
22 91 14
96 63 11
1 45 1
4 24 10
38 9 17
98 56 8
92 7 1
58 74 4
78 3 17
46 31 4
71 68 10
33 48 5
21 56 16
54 50 10
77 45 12
15 29 17
48 62 16
42 99 7
13 43 13
73 0 4
83 89 1
14 44 1
15 27 3
34 62 14
63 52 6
75 11 8
21 33 3
54 94 15
74 94 13
94 10 8
59 35 20
76 27 11
13 93 17
31 49 15
77 22 18
2 43 5
3 59 18
93 22 11
9 91 17
23 93 9
94 56 16
15 8 10
8 90 11
36 81 5
59 97 17
43 83 3
53 44 16
27 55 7
90 9 4
3 84 11
23 9 10
23 80 4
36 12 11
4 76 17
38 27 2
89 16 11
16 42 9
11 37 19
93 34 15
4 89 4
65 14 6
92 48 17
87 72 17
27 49 7
11 19 7
31 73 11
52 8 14
7 89 17
15 50 13
61 60 9
68 72 9
10 9 4
9 88 4
15 91 12
57 10 5
89 67 2
44 12 7
56 95 18
42 39 10
21 30 12
75 95 11
79 51 17
58 63 12
81 11 3
33 20 6
80 12 4
35 82 4
92 81 2
80 75 9
42 88 5
61 7 20
59 65 20
37 63 1
66 0 13
18 90 8
1 39 14
39 32 19
52 28 3
68 53 5
56 96 17
21 99 5
10 26 13
21 8 11
29 64 20
82 63 9
25 84 8
27 62 14
23 72 2
85 97 9
98 54 8
35 1 5
45 97 15
56 6 15
27 21 2
4 90 18
84 23 12
26 69 10
88 95 6
45 93 5
66 41 9
1 93 18
43 48 14
84 79 5
84 58 8
90 49 13
7 90 7
61 29 10
40 42 2
51 74 13
51 17 9
45 3 2
45 48 8
50 59 10
83 44 5
44 39 13
24 58 7
41 80 13
47 43 4
71 21 10
63 12 8
50 51 3
9 39 18
25 26 13
19 7 16
72 70 9
0 27 7
55 9 20
65 27 20
59 62 20
1 38 16
69 54 3
5 98 19
42 13 17
37 53 8
38 48 19
57 25 20
81 67 9
60 66 13
89 98 3
89 92 18
33 27 6
90 53 20
12 48 2
54 70 18
53 67 12
99 41 6
62 95 5
35 55 7
17 98 11
7 38 1
64 5 10
18 37 16
34 49 15
20 98 1
48 63 4
47 41 4
45 35 7
79 66 13
65 13 2
35 42 20
93 82 6
22 74 13
87 2 17
68 60 19
21 0 8
42 6 9
48 85 16
16 22 6
59 81 11
95 16 16
13 36 16
48 87 20
47 10 17
85 48 12
66 11 12
38 41 1
25 21 6
52 61 5
29 78 14
61 37 7
72 35 11
27 18 6
13 8 11
84 87 7
57 3 16
24 96 8
34 9 1
58 37 6
21 7 12
22 1 15
57 15 20
37 24 3
5 13 2
28 27 10
87 28 3
69 80 4
37 43 15
66 76 20
85 92 8
51 71 13
35 56 12
59 82 14
