500 125000
224 190 18
476 382 18
249 118 16
335 269 12
131 252 20
284 118 16
282 77 8
372 29 19
86 117 11
451 248 20
452 182 14
112 313 6
433 189 18
131 81 10
172 202 4
352 367 6
463 275 19
280 295 6
286 205 20
385 432 7
55 169 11
201 251 14
451 459 1
453 497 6
417 259 14
386 247 20
278 100 18
30 351 16
451 436 9
47 232 11
140 484 12
406 305 10
52 444 14
207 409 4
357 417 13
428 164 13
39 376 20
256 280 3
448 349 8
10 262 7
151 204 4
229 448 8
255 337 11
359 497 9
17 282 1
249 395 5
150 148 2
200 321 8
82 474 19
21 131 3
22 319 18
34 446 4
225 52 5
157 340 6
130 410 5
488 386 20
310 13 14
382 356 19
1 216 15
383 224 7
60 158 14
126 318 18
35 322 5
74 400 18
18 70 10
49 86 6
113 333 15
248 335 20
78 433 11
0 211 12
206 378 3
462 438 10
87 461 7
156 46 2
324 493 9
162 29 7
360 432 3
365 146 6
208 486 8
468 235 18
89 103 16
104 493 16
463 139 13
478 106 14
93 194 1
159 331 1
360 187 5
415 473 7
46 365 12
474 349 19
364 253 4
335 381 15
318 101 18
373 330 11
77 224 18
80 406 16
133 194 14
139 224 15
489 113 8
450 333 16
88 190 18
401 276 3
486 218 1
327 172 20
217 369 12
220 196 17
163 170 12
441 342 4
253 122 14
240 498 5
53 140 11
63 278 10
176 263 19
3 52 2
262 321 8
51 262 17
100 386 1
432 56 11
104 57 16
89 482 10
437 310 7
338 291 15
314 368 9
372 268 10
284 168 4
20 288 4
432 261 18
107 33 11
458 344 7
334 474 2
174 104 17
158 66 4
89 57 9
372 260 14
447 328 15
200 395 6
427 151 16
264 390 12
323 165 6
433 281 5
106 149 9
468 193 11
87 325 19
336 40 18
405 293 1
453 187 18
452 435 19
252 199 7
123 201 5
27 444 2
170 276 8
282 266 2
63 133 4
191 236 14
497 44 18
372 389 12
46 173 12
292 207 9
397 486 4
353 462 4
344 234 16
296 465 16
492 140 20
110 331 5
188 298 2
194 452 19
189 386 1
104 107 16
243 456 4
289 325 12
344 427 10
138 194 1
84 255 13
376 201 14
376 190 20
274 60 18
305 255 5
379 446 7
475 301 15
350 260 13
103 400 4
58 33 6
299 402 11
79 428 1
468 67 15
34 482 14
321 25 5
458 412 15
473 102 17
353 54 17
16 398 6
50 434 20
456 412 8
112 317 5
482 153 10
97 111 13
289 42 14
344 397 18
157 164 5
270 252 11
121 215 5
209 187 8
87 371 15
494 106 5
2 129 20
448 381 2
83 221 17
348 26 18
419 158 12
14 18 19
368 215 19
249 421 11
281 300 20
8 323 18
442 409 13
447 484 14
78 324 20
436 138 18
155 131 15
190 314 16
311 185 14
35 72 9
483 470 17
237 279 15
407 30 20
30 288 12
29 107 9
358 121 18
256 218 1
189 11 19
466 143 5
497 496 18
58 390 7
223 90 15
55 284 2
271 75 19
105 5 12
314 116 19
21 346 14
354 128 3
136 363 1
3 444 16
445 494 4
462 70 4
36 308 4
202 115 3
219 472 5
54 267 4
223 281 3
257 470 5
480 493 11
203 115 14
38 201 16
441 104 6
50 181 18
446 458 14
430 273 12
464 268 17
40 129 17
128 35 8
248 263 20
301 434 1
95 107 10
348 478 6
159 270 12
61 329 18
436 465 8
473 231 3
128 89 18
58 194 9
79 312 16
452 456 15
134 63 10
491 140 13
245 255 6
436 387 18
141 3 20
452 116 12
122 276 7
176 231 20
453 302 4
180 247 14
238 5 14
198 402 5
415 73 8
175 162 17
57 314 18
177 221 20
389 274 16
26 169 17
435 89 8
445 251 6
474 197 20
185 253 16
369 162 15
67 132 4
366 242 20
10 278 10
262 474 6
338 179 9
180 151 3
118 422 14
413 132 3
29 431 11
457 474 17
187 60 6
403 7 20
428 205 15
185 281 7
396 82 18
332 333 7
204 208 14
372 295 7
371 191 3
12 102 16
79 363 11
106 13 10
9 305 4
384 72 19
489 301 10
285 317 13
137 442 10
65 218 18
278 51 3
152 128 12
141 419 1
422 392 20
358 452 10
379 103 3
119 459 1
56 4 5
387 126 2
201 178 2
130 270 13
18 413 4
246 276 15
318 200 17
186 177 14
112 66 13
38 257 5
227 326 13
102 396 20
165 394 17
380 393 15
134 429 11
480 474 15
296 341 3
62 176 13
422 21 2
499 159 14
318 38 11
487 98 4
14 444 20
280 445 10
86 265 5
158 112 3
166 442 12
95 243 16
33 326 5
124 361 7
420 364 4
162 14 17
99 289 8
0 476 3
54 362 17
409 247 6
454 36 16
315 335 15
188 322 11
196 259 12
377 176 19
76 306 10
416 224 3
210 110 5
138 45 3
9 449 4
291 196 10
299 209 9
460 218 7
222 208 20
251 301 8
464 183 1
444 299 7
412 7 11
327 25 15
302 246 3
146 255 18
40 16 5
57 133 19
249 163 18
124 184 11
360 424 3
324 402 8
125 177 13
246 320 20
434 472 17
362 78 15
172 276 7
376 470 4
173 466 18
261 11 19
56 255 13
314 28 16
273 145 16
3 96 19
346 426 3
387 341 1
410 455 7
465 391 8
353 53 16
259 242 8
366 211 12
172 457 12
229 143 12
128 486 3
277 246 9
125 41 16
187 127 19
40 362 7
261 285 8
410 307 17
122 152 5
362 223 11
409 406 20
398 335 14
228 148 14
12 279 11
303 1 19
116 280 19
472 445 10
425 278 12
449 72 4
369 239 7
253 45 17
251 431 3
349 168 4
359 44 17
297 413 19
43 494 1
421 287 7
104 426 4
376 179 19
479 184 20
299 283 8
470 342 18
487 442 15
210 332 16
195 281 15
433 13 17
435 206 16
139 448 16
451 433 17
123 59 1
262 14 3
69 271 2
464 296 12
415 377 15
329 449 10
99 356 5
169 312 3
166 21 11
276 219 13
44 7 18
49 201 19
317 200 8
446 390 11
146 497 3
94 218 16
336 188 20
134 62 3
237 364 3
279 112 16
33 57 17
114 351 1
308 397 9
370 91 19
233 279 8
372 467 4
329 315 12
281 132 4
345 78 5
413 362 6
82 144 7
169 5 6
369 260 17
39 291 15
179 253 10
24 23 5
56 112 5
384 282 15
400 399 4
401 370 7
68 182 4
95 196 2
365 118 16
413 112 4
404 323 12
228 339 5
189 473 15
6 428 10
277 259 15
369 46 14
356 418 12
365 223 18
354 387 2
176 235 6
123 271 12
311 61 13
141 496 5
239 165 17
268 261 14
10 241 11
303 423 9
187 459 6
43 476 15
496 270 3
42 395 10
132 293 1
212 474 5
17 344 9
317 454 10
234 268 12
355 407 10
216 0 9
288 213 16
9 379 14
11 324 18
257 192 3
445 431 1
402 160 18
329 129 6
70 205 1
159 370 16
459 477 15
131 465 19
107 368 9
338 477 12
311 352 4
51 212 13
50 442 14
20 345 8
439 493 12
207 26 4
221 312 7
250 469 13
498 389 3
470 220 10
214 202 18
481 430 18
16 207 10
159 305 19
273 289 13
375 82 16
257 95 17
222 91 18
25 370 4
225 220 8
341 110 19
244 212 15
251 212 6
173 396 13
48 193 18
76 11 11
484 171 17
342 203 17
196 322 11
426 149 10
484 292 18
238 88 11
486 274 6
336 393 5
28 70 10
439 327 13
364 483 19
111 357 7
444 138 5
288 447 10
66 263 1
453 199 9
328 496 4
310 66 4
122 164 12
251 128 1
64 335 11
457 486 18
389 352 3
484 209 8
245 384 20
235 6 13
157 111 10
156 213 1
224 288 14
229 253 13
21 214 11
206 89 19
232 241 6
287 405 12
68 202 17
7 65 13
438 336 20
441 208 8
291 368 3
63 159 19
411 434 12
199 217 16
170 19 20
157 109 2
56 66 7
198 175 2
215 327 16
363 494 9
401 199 18
161 383 5
350 203 6
473 397 16
333 105 7
369 215 19
362 168 8
415 37 17
391 288 19
149 287 15
490 366 13
134 293 5
193 466 12
440 150 5
246 384 18
471 461 19
337 36 7
387 161 15
76 473 3
263 36 14
154 388 20
254 118 13
333 464 18
305 470 6
405 74 12
493 106 8
295 386 16
452 299 20
392 228 15
63 13 14
310 269 9
198 187 17
434 39 15
39 196 15
239 116 15
287 196 19
150 236 20
484 435 16
499 427 17
404 360 7
66 206 3
157 460 2
1 20 10
196 171 3
282 1 12
450 59 16
459 219 3
199 294 7
317 86 19
377 150 15
38 368 17
437 477 1
448 403 14
254 110 10
304 402 7
428 422 11
468 273 3
230 194 18
389 51 20
488 210 2
104 309 10
306 262 15
469 93 10
328 52 1
366 451 1
241 73 12
412 467 19
361 298 12
371 435 19
496 259 7
51 484 12
401 204 16
366 276 10
274 114 15
163 198 15
251 188 19
351 369 3
60 371 15
320 139 4
412 16 3
366 256 3
457 416 4
63 472 1
267 480 17
22 472 11
324 191 19
448 479 11
76 14 5
330 382 17
52 170 18
260 452 8
13 212 5
363 482 16
241 172 10
469 187 11
188 327 3
461 375 17
329 68 18
3 353 17
46 499 10
253 55 19
43 41 14
358 454 1
416 248 12
170 59 5
50 119 18
278 345 1
380 1 11
272 130 11
433 266 4
219 452 16
196 142 5
200 439 15
251 123 13
324 85 11
11 376 7
380 268 2
319 10 12
311 88 8
25 190 14
419 396 13
275 59 13
283 412 4
227 277 16
20 184 12
329 141 18
230 250 10
477 235 19
374 284 2
358 380 1
322 395 12
383 92 19
301 465 19
210 237 13
403 134 8
367 458 7
279 483 19
485 475 5
71 373 4
234 219 18
261 276 6
483 122 8
291 309 19
37 24 17
130 466 10
436 293 17
43 261 3
321 109 15
209 227 18
125 475 6
268 468 16
277 21 12
320 34 11
54 372 12
313 171 15
204 430 20
308 354 15
414 166 10
70 393 12
248 125 11
463 451 10
163 471 19
169 205 19
132 277 15
59 147 2
275 469 6
423 433 7
285 34 10
402 41 17
157 193 17
280 399 14
407 124 16
396 154 5
50 121 15
123 196 7
414 202 12
91 235 13
114 82 8
101 123 15
102 485 13
449 115 16
390 180 4
359 98 9
243 116 14
245 319 8
15 120 5
451 130 2
3 237 15
174 10 20
214 468 2
69 76 3
350 65 8
74 232 18
58 491 7
52 314 10
111 68 9
270 297 7
323 131 12
278 247 9
498 353 19
70 98 4
400 152 16
44 35 3
91 105 20
94 463 4
381 17 20
64 462 20
271 376 5
299 14 9
88 13 3
346 13 10
43 483 2
386 383 4
270 287 13
433 464 14
226 356 4
392 438 10
360 7 4
166 103 17
178 181 5
437 493 10
257 398 6
327 136 18
393 355 18
319 202 15
329 411 4
123 450 8
291 479 15
263 94 11
396 202 16
355 201 19
0 56 2
448 69 10
318 329 4
33 428 5
236 219 3
446 411 9
140 230 16
410 232 6
72 107 15
210 171 5
333 294 8
74 221 10
351 18 17
136 339 13
466 479 2
33 165 9
234 70 9
263 282 2
449 245 15
180 465 17
361 92 8
158 408 19
126 258 12
104 174 18
152 417 9
389 201 15
181 22 9
162 338 16
259 390 16
333 195 9
320 207 17
125 128 1
88 472 17
276 278 17
221 404 15
438 29 6
57 274 5
374 99 7
30 494 20
465 304 13
267 329 9
105 62 19
471 398 13
4 417 4
99 448 6
119 358 7
11 450 20
403 385 16
416 274 1
193 78 4
8 118 4
361 369 15
239 225 16
157 116 17
182 249 19
456 55 12
473 351 15
45 454 5
386 118 10
46 396 2
363 221 2
271 28 16
479 286 13
199 357 2
216 482 4
325 2 2
408 210 12
294 351 12
249 408 9
279 287 18
294 476 8
300 1 2
245 463 8
287 143 7
397 60 16
402 358 11
400 450 17
43 441 11
391 280 12
41 104 11
198 44 5
320 100 13
246 347 9
52 412 15
157 100 5
68 428 5
365 422 18
494 212 10
158 494 7
345 359 12
378 34 11
478 178 4
18 378 10
71 139 9
332 226 12
445 131 16
464 433 14
302 479 2
274 2 9
193 71 18
82 371 4
327 130 13
98 328 4
498 82 8
43 354 1
57 380 19
4 23 15
409 39 6
449 325 10
37 418 14
487 344 6
220 294 15
358 285 10
166 203 15
47 57 13
83 402 14
116 379 10
478 192 4
296 140 16
275 256 20
115 352 7
83 434 3
231 135 5
465 333 16
308 184 17
483 490 9
79 472 16
415 163 9
400 120 12
299 202 19
322 421 12
478 191 12
346 401 6
62 316 13
126 455 20
370 209 3
239 416 13
346 304 1
108 251 4
100 276 20
390 215 3
334 96 15
483 349 9
232 95 3
203 66 10
27 39 6
84 489 11
139 218 7
365 52 14
445 46 6
195 74 7
252 486 12
315 298 9
21 266 12
87 207 20
141 5 12
473 363 1
134 421 12
89 195 14
343 438 10
488 359 10
32 322 5
101 35 6
481 350 18
87 345 5
119 420 17
262 196 20
174 399 16
143 365 6
268 33 16
18 350 11
249 180 1
209 167 19
148 205 3
491 147 16
490 251 1
326 135 15
199 440 1
446 28 7
335 423 4
455 134 15
12 30 19
334 193 19
145 448 6
180 375 20
163 187 3
121 58 11
155 319 12
252 381 17
247 149 7
378 207 17
484 282 1
371 427 13
71 103 1
169 183 14
102 317 18
498 396 14
214 97 19
146 384 10
176 244 18
89 74 4
124 434 6
254 388 3
331 238 11
43 62 14
339 217 20
80 2 11
71 370 2
302 270 5
98 56 16
381 345 5
449 97 1
62 288 2
301 185 4
67 290 4
290 243 5
43 346 11
353 448 13
271 385 11
290 208 1
124 421 11
51 280 9
112 113 7
199 302 10
288 140 15
496 401 8
131 118 2
308 417 17
39 357 17
94 121 13
426 286 12
220 444 1
121 102 6
378 374 6
473 317 12
169 237 4
8 400 8
485 144 12
174 57 19
329 27 7
165 8 15
25 426 7
102 386 3
334 216 18
77 42 6
147 117 16
129 494 1
198 48 15
361 381 2
434 48 11
175 408 12
245 65 4
486 397 5
52 327 4
428 319 20
476 96 2
428 269 2
299 167 11
472 96 18
435 60 18
245 414 3
377 130 2
164 17 16
109 447 18
497 427 6
336 416 13
354 60 7
42 342 6
226 104 9
490 18 7
492 458 3
446 365 2
54 190 4
56 412 9
175 364 11
398 432 2
305 427 2
127 450 1
197 270 16
193 375 1
326 478 19
335 104 4
284 122 18
209 493 18
161 214 14
330 28 13
367 217 1
120 453 18
188 301 20
226 287 10
277 250 7
268 457 18
215 480 10
477 419 6
83 330 6
218 100 9
165 172 2
408 205 16
223 475 19
110 199 13
279 176 13
478 233 20
5 356 1
187 480 19
337 325 18
344 402 15
135 138 2
235 337 6
218 4 5
434 277 16
117 292 10
495 316 20
279 366 19
38 208 10
132 98 3
440 393 14
445 385 6
363 76 15
344 368 20
465 9 18
432 78 4
139 92 7
221 250 7
198 13 3
313 206 10
247 240 12
85 485 2
132 238 4
196 6 15
462 410 1
197 364 4
106 226 20
380 359 12
278 470 6
158 287 12
430 445 2
340 426 16
436 468 16
438 19 2
419 51 9
105 407 12
252 91 5
329 236 4
359 147 14
171 495 16
111 416 7
200 136 9
119 364 14
195 346 15
51 437 7
416 122 17
180 466 4
323 224 9
337 27 10
166 157 8
118 191 4
17 481 11
204 436 8
42 35 12
325 315 6
116 71 2
457 34 13
289 234 17
468 243 20
265 203 5
255 33 10
425 348 13
215 48 11
100 270 17
467 168 11
330 488 2
55 125 7
451 281 19
146 152 18
77 40 14
476 456 5
307 22 20
145 92 16
17 62 17
249 360 18
41 338 7
223 325 7
101 51 2
202 15 3
445 109 13
39 129 8
455 451 17
310 28 10
366 102 14
356 433 2
84 263 7
153 147 6
311 213 16
379 157 6
39 491 13
69 54 7
11 384 16
202 187 12
141 94 7
43 63 3
187 287 9
308 167 3
114 207 6
339 364 5
403 323 1
89 348 7
321 487 9
164 364 2
187 247 19
117 327 4
82 53 2
406 313 16
119 234 14
324 496 18
114 13 2
66 131 18
481 492 18
168 433 16
430 17 13
74 159 2
426 475 17
279 144 12
410 403 17
344 130 7
384 326 6
265 185 15
378 10 7
453 389 15
386 399 4
94 494 15
219 385 9
33 206 8
116 111 12
409 151 16
89 401 19
314 225 19
269 68 3
231 77 5
158 140 1
39 495 17
201 256 20
38 345 18
257 26 9
265 55 2
133 270 10
460 211 16
150 356 8
427 184 1
72 138 18
383 138 11
389 393 3
345 15 17
257 33 7
356 126 7
246 356 14
113 405 12
48 61 8
276 22 15
117 437 4
220 480 13
60 126 18
176 167 13
251 487 5
87 290 1
120 38 5
223 467 9
353 106 11
400 203 7
183 487 7
376 325 2
408 151 9
167 381 8
89 404 10
316 213 7
52 9 17
463 437 6
277 48 8
347 107 7
55 265 9
394 25 13
215 326 8
392 189 16
181 388 6
271 283 16
147 240 15
155 256 12
452 25 17
195 464 14
363 182 3
379 212 15
389 89 3
162 417 3
320 435 20
295 198 5
412 481 15
260 230 11
340 87 9
24 218 18
346 282 18
320 298 12
249 392 4
327 306 1
407 186 3
29 72 18
382 357 7
300 125 14
451 171 16
382 92 18
276 357 10
133 298 7
99 123 19
285 26 3
489 151 12
287 461 18
143 311 20
475 294 11
362 490 17
419 13 20
54 465 11
252 478 9
360 25 4
331 287 14
443 218 5
312 440 3
315 403 11
373 77 11
78 376 1
30 186 9
62 227 12
318 426 9
163 233 6
434 217 2
121 454 13
2 163 3
21 469 4
469 108 11
226 271 14
107 483 20
441 457 17
286 7 20
345 387 19
463 12 14
291 153 19
442 313 16
112 127 13
294 490 15
25 142 6
448 375 8
385 374 16
262 190 1
13 109 10
131 286 8
149 185 1
492 131 4
129 337 1
156 498 14
214 365 5
151 409 7
343 491 14
55 274 2
429 103 3
150 117 6
329 402 10
308 198 5
92 55 8
453 335 5
260 362 15
251 387 18
476 193 14
197 369 11
146 332 11
486 106 5
147 79 12
243 77 20
60 221 14
326 11 11
332 388 10
350 423 19
461 371 18
193 194 9
153 69 16
394 84 20
426 442 20
405 231 7
90 290 10
234 421 1
471 187 12
288 284 5
234 426 4
25 412 20
486 24 6
22 128 9
393 4 20
115 82 3
470 390 20
19 285 9
41 408 9
423 204 14
69 209 5
456 2 15
44 164 5
226 166 2
221 93 11
395 444 17
233 262 17
64 169 12
260 240 11
244 159 3
390 133 7
146 344 19
274 149 7
148 23 12
241 94 6
147 184 9
299 45 7
454 116 11
377 341 7
201 151 7
172 320 8
12 383 14
381 420 6
38 272 2
158 451 18
25 70 12
429 53 1
116 444 1
167 118 1
13 404 6
231 356 18
444 261 10
275 162 10
498 124 3
369 399 3
495 182 9
441 389 1
228 313 20
26 486 8
218 168 11
234 17 16
240 31 3
155 60 17
31 295 13
355 456 17
156 298 10
335 363 12
472 489 7
432 345 2
443 235 5
39 471 6
138 491 15
369 483 12
195 240 19
428 376 16
138 421 17
184 300 17
28 174 2
475 416 6
474 493 16
184 442 4
437 174 5
154 341 6
409 354 13
73 344 8
322 485 3
140 334 8
81 274 19
158 117 12
489 472 8
198 61 13
118 110 14
383 84 15
417 60 7
466 397 15
258 482 5
273 27 6
70 313 6
35 249 18
27 377 6
263 430 4
383 169 7
118 156 2
111 276 12
27 403 14
366 469 19
466 40 8
320 197 12
430 329 18
423 498 9
477 267 2
372 320 20
60 137 7
471 365 16
397 243 18
125 441 12
119 254 11
222 364 20
227 205 19
393 334 14
360 68 17
229 227 6
304 76 14
257 150 5
84 242 8
398 224 6
487 102 3
98 107 3
164 408 1
381 89 15
344 458 8
36 261 4
428 55 7
433 477 8
313 227 10
258 60 10
7 164 10
33 15 19
279 23 17
16 485 7
345 64 11
51 126 14
429 498 14
368 39 4
416 1 4
49 174 18
12 129 10
46 212 16
370 439 6
348 476 3
124 39 16
269 439 9
474 202 3
45 365 2
207 476 2
82 38 6
260 472 11
422 245 1
98 219 13
483 131 17
41 470 16
196 36 10
472 64 19
142 36 12
204 279 12
133 391 3
280 423 9
473 439 14
345 65 1
368 263 9
451 226 9
204 256 20
332 220 9
414 214 9
374 459 8
31 333 20
249 125 18
214 95 8
316 77 13
97 172 2
281 176 8
397 152 10
165 150 6
99 190 2
26 473 10
228 49 11
359 187 15
371 3 18
314 61 3
477 431 2
74 114 9
130 238 12
11 176 8
38 408 11
127 314 15
25 253 13
209 409 4
58 263 10
412 155 8
312 157 17
452 335 16
421 272 18
57 273 6
338 449 11
19 190 4
270 406 17
335 453 3
389 430 11
260 329 1
374 64 6
314 79 11
121 183 17
242 271 3
366 34 17
328 65 1
142 255 7
184 42 6
119 349 9
332 9 15
484 90 16
41 190 17
426 274 19
160 168 7
21 465 9
474 185 1
224 431 11
67 424 20
259 493 5
314 286 8
175 431 13
117 131 18
158 110 2
194 337 5
436 185 16
18 127 19
446 350 10
446 138 6
439 163 19
406 5 7
216 409 3
474 198 14
48 195 15
36 156 7
166 130 8
120 442 19
276 363 10
169 253 17
268 458 12
152 149 19
407 307 7
292 326 1
18 226 9
116 476 16
47 67 7
466 28 1
191 85 17
247 386 6
101 263 17
386 377 12
78 1 13
146 490 12
2 10 18
232 449 10
497 221 5
445 104 20
448 337 2
242 458 5
50 21 11
86 458 14
286 426 4
476 31 15
476 410 6
451 447 11
339 296 20
163 142 15
137 297 19
96 495 4
392 68 6
117 382 16
175 333 9
300 468 15
453 132 17
98 114 15
313 93 8
223 450 19
231 68 1
220 460 8
339 380 10
67 407 20
64 305 5
426 284 7
375 268 2
91 243 11
119 300 2
464 59 10
222 188 2
203 318 8
251 61 12
338 325 2
91 424 7
49 350 15
261 236 18
30 85 10
159 281 19
283 19 8
234 345 19
163 263 19
350 185 3
361 473 16
8 368 19
129 31 1
329 138 14
219 473 7
329 59 20
36 115 8
447 210 15
76 21 19
319 421 7
436 422 12
375 259 16
346 379 13
20 90 9
283 158 3
372 378 17
225 80 14
124 445 1
72 384 13
417 458 12
119 401 6
427 185 15
74 322 2
260 164 6
317 485 4
390 394 3
403 365 3
229 375 17
274 32 10
76 226 2
120 451 16
209 344 8
141 117 15
76 168 4
251 65 16
102 243 7
373 270 16
483 348 20
134 459 9
57 263 9
414 246 15
275 140 19
269 231 2
395 34 13
275 345 7
138 444 19
68 144 4
307 201 15
376 365 14
397 478 7
291 497 14
468 127 9
32 174 2
60 346 6
292 183 2
66 101 1
368 404 13
109 397 14
163 180 1
1 478 5
430 288 11
177 2 5
424 403 1
120 45 8
363 314 3
378 54 8
366 14 2
172 7 14
499 246 17
437 269 7
193 300 12
261 233 7
353 225 8
447 261 5
251 331 16
253 202 10
132 487 20
15 165 14
285 190 13
356 34 14
116 82 19
251 190 18
365 393 3
274 264 11
118 190 18
329 139 18
322 231 1
189 391 13
329 429 7
139 201 9
246 479 8
4 214 9
0 404 2
329 355 14
360 389 16
463 272 8
154 490 12
64 426 3
319 29 12
328 417 15
45 369 10
122 361 20
251 183 15
248 210 10
466 226 9
203 263 5
397 119 9
268 470 9
319 467 18
315 41 5
487 90 15
416 91 9
452 301 4
139 324 8
490 313 7
219 434 17
293 202 15
350 48 2
20 449 17
381 411 5
399 179 3
353 175 17
220 205 19
273 484 3
358 416 1
49 136 17
414 225 14
21 241 13
326 458 12
290 495 19
70 90 1
169 60 11
116 329 15
41 49 7
223 451 14
162 136 6
249 322 9
470 205 9
200 40 17
44 66 18
332 63 2
204 384 4
303 365 7
73 45 7
218 499 10
317 476 17
417 304 16
399 49 4
105 328 8
439 183 20
60 465 15
231 141 10
389 80 8
421 247 9
237 295 15
29 456 17
393 153 5
372 52 15
253 18 4
152 421 20
388 29 17
248 10 13
164 285 7
169 194 15
61 378 20
302 86 9
117 486 1
194 346 17
393 394 13
466 255 17
387 428 14
310 380 15
72 301 15
450 292 10
84 298 10
460 102 5
199 480 12
41 426 6
20 497 15
410 22 15
25 219 13
251 423 4
376 23 19
38 132 19
159 306 13
317 117 4
374 259 1
88 57 17
67 195 4
159 34 18
334 35 16
328 14 16
239 230 2
136 374 15
305 273 16
106 215 11
337 212 7
228 240 2
379 412 2
321 236 13
193 34 2
361 427 19
255 190 17
31 29 19
481 161 2
145 325 3
244 169 8
388 14 1
129 41 16
141 306 14
196 192 7
227 243 15
366 433 11
269 168 2
407 135 7
10 186 19
211 143 11
211 207 10
158 421 3
380 79 15
410 7 2
46 291 13
296 346 5
279 354 1
302 447 14
71 243 7
497 316 9
306 436 14
24 359 13
252 251 15
433 479 12
257 388 19
382 309 16
145 204 12
25 487 4
447 355 17
48 33 7
495 209 13
303 459 13
72 270 18
161 478 13
280 404 13
100 192 8
445 344 10
198 311 15
371 117 18
448 24 19
408 340 15
372 380 11
69 373 4
85 3 15
341 187 9
317 10 4
86 250 11
64 178 18
161 316 16
437 482 20
394 432 15
53 254 7
70 461 15
125 4 15
293 159 1
287 296 8
311 45 10
487 251 9
360 84 13
85 468 9
63 30 5
294 242 8
180 30 15
312 158 14
241 71 16
5 487 15
436 10 12
493 429 14
493 416 16
205 405 6
45 80 12
320 281 20
217 230 12
249 33 15
415 308 10
206 97 9
19 490 7
240 145 4
35 396 7
481 467 5
103 67 6
455 452 20
170 1 20
231 86 4
250 342 12
145 221 9
123 499 15
280 475 13
21 33 14
44 240 10
115 334 20
489 372 9
37 322 17
217 277 11
171 229 18
18 164 1
169 208 14
171 109 18
401 313 5
412 356 1
284 293 6
334 229 9
475 246 10
422 16 11
178 44 3
477 28 2
61 235 6
445 207 19
65 229 19
157 66 15
258 153 5
315 47 1
135 289 10
170 168 5
231 113 18
314 364 16
201 89 16
256 439 18
421 468 11
64 302 1
85 450 1
411 155 17
343 289 7
186 288 9
268 190 16
224 271 20
90 62 20
126 10 16
138 499 10
171 300 14
17 477 12
458 436 17
284 160 3
105 186 6
304 451 8
72 346 13
161 176 9
360 213 10
226 420 12
130 246 7
15 123 3
166 348 8
330 273 14
383 135 4
141 98 13
346 4 9
191 84 13
483 435 17
14 30 11
224 164 2
398 71 19
159 86 10
36 394 4
37 184 9
437 28 2
187 499 12
161 1 16
361 190 17
313 466 2
193 220 3
61 204 1
447 35 18
359 259 20
123 60 8
259 495 3
253 340 15
424 272 18
235 222 2
240 389 2
113 92 2
149 147 10
110 14 3
186 301 1
288 364 20
78 192 9
50 123 12
245 38 12
499 251 15
130 88 4
55 41 5
101 316 3
49 311 2
1 487 6
317 90 14
117 342 14
293 127 1
115 457 15
245 42 10
176 128 9
421 400 10
115 218 11
441 291 5
389 60 18
76 108 3
80 443 7
317 275 15
211 139 20
301 472 5
375 41 19
84 458 19
216 63 15
126 282 1
1 84 13
63 473 1
437 205 4
427 281 18
80 345 9
359 265 6
451 473 11
3 222 9
164 480 14
275 100 17
349 386 19
81 469 2
150 84 16
261 161 15
108 27 13
247 34 5
218 165 20
75 164 19
349 193 4
187 84 18
446 434 16
367 220 14
83 344 9
250 270 2
9 209 14
269 329 18
57 7 9
211 198 12
234 446 3
32 450 5
367 361 13
237 68 17
127 152 19
268 204 3
275 300 9
424 311 18
304 404 19
4 201 13
338 343 18
39 337 13
177 462 16
116 319 7
26 238 5
21 478 10
220 414 7
302 253 14
284 438 5
103 313 7
483 155 8
485 424 18
63 130 7
271 260 6
318 312 16
84 55 8
117 213 20
409 269 15
286 419 16
294 180 10
394 488 14
231 225 19
492 197 11
435 132 13
443 228 4
157 287 10
328 185 6
231 394 3
93 346 7
56 419 3
209 458 10
423 25 20
390 469 17
300 273 7
17 401 2
368 338 16
451 397 14
212 377 13
379 486 2
380 228 5
239 200 15
107 414 12
137 80 17
208 364 16
162 245 17
19 434 9
67 56 18
203 56 10
169 317 15
115 460 16
288 50 1
381 228 17
301 358 16
34 21 18
470 49 3
413 364 11
335 430 15
149 111 18
430 318 4
297 248 6
53 71 7
395 17 18
265 487 1
399 142 11
484 367 20
312 9 3
8 70 6
29 94 4
244 187 15
377 135 4
248 328 6
56 441 5
118 261 7
425 484 8
458 399 13
252 465 4
313 319 3
212 7 1
412 23 12
215 128 20
377 450 17
86 262 1
457 54 5
349 72 12
146 161 16
203 131 8
282 337 8
225 15 18
260 319 19
462 361 5
213 435 9
24 155 8
320 152 2
193 156 6
380 333 17
12 196 4
380 78 9
282 236 12
389 428 14
254 33 16
246 182 3
56 344 15
281 357 2
495 459 13
338 275 8
448 459 14
448 426 2
493 170 13
18 185 6
82 204 19
390 313 7
351 248 10
288 174 2
418 40 10
146 317 16
241 2 11
177 492 12
78 410 9
74 435 10
113 313 5
398 33 5
431 459 9
73 54 19
434 185 6
228 110 12
55 126 11
97 407 7
136 108 9
458 90 16
61 126 20
225 377 4
460 356 2
233 238 9
227 368 14
386 464 10
412 130 20
307 495 12
75 482 20
458 83 17
383 22 9
183 153 13
312 101 11
209 39 18
495 264 14
77 121 12
51 347 20
361 288 16
195 368 6
110 124 14
81 53 3
456 73 17
438 460 17
340 215 12
449 28 14
257 169 15
181 34 5
399 315 11
